idx,deg
5100,534
5101,106
5104,23
5105,74
5106,74
5107,74
5108,76
5109,78
5110,84
5112,1892
5113,2207
5114,2279
5115,2173
5116,120
5117,111
5118,48
5120,5179
5121,400
5123,3001
5124,2869
5127,236
5128,431
5129,547
5131,50
5133,1486
5134,866
5135,675
5136,462
5137,453
5138,3947
5139,2192
5140,2210
5141,380
5144,2114
5146,221
5148,2124
5149,262
5151,193
5154,2071
5155,159
5156,1815
5157,170
5158,156
5159,2291
5160,2183
5163,1722
5164,1214
5165,545
5166,339
5167,2214
5169,2154
5170,2058
5171,281
5172,299
5173,287
5174,286
5175,191
5176,183
5177,63
5178,57
5179,62
5181,124
5182,182
5183,179
5184,2225
5185,286
5186,2239
5188,2322
5195,404
5198,2332
5199,760
5200,1161
5201,1659
5202,1421
5203,1386
5204,1941
5205,2246
5206,1207
5207,1082
5208,237
5209,963
5210,946
5211,2247
5212,825
5213,6
5214,2184
5215,788
5216,752
5217,715
5218,699
5219,485
5220,433
5221,418
5222,719
5223,381
5224,359
5225,329
5226,308
5231,2092
5234,2151
5235,431
5239,2158
5241,325
5242,18
5245,268
5246,2162
5247,336
5248,341
5249,338
5252,2223
5255,278
5256,567
5258,211
5259,253
5260,257
5261,228
5264,267
5267,249
5274,246
5277,272
5279,173
5280,130
5281,79
5285,656
5286,707
5287,2131
5288,230
5289,544
5291,59
5293,2616
5294,135
5295,1118
5296,74
5297,62
5298,47
5299,51
5300,2103
5303,489
5304,35
5305,518
5306,447
5309,385
5310,381
5312,22
5313,9
5314,2120
5316,390
5321,373
5326,278
5327,2106
5334,2192
5337,316
5340,2080
5341,102
5342,2775
5343,2062
5344,280
5346,57
5347,324
5348,2177
5349,2721
5350,64
5351,259
5352,1543
5353,517
5354,1015
5355,776
5356,313
5357,81
5358,402
5359,2615
5360,354
5361,38
5362,38
5363,2648
5364,2495
5365,2645
5366,3423
5367,52
5370,42
5371,2723
5372,2531
5373,377
5374,2498
5375,30
5376,2515
5377,2663
5378,2629
5381,406
5383,2584
5384,33
5386,2625
5387,2587
5389,151
5391,388
5392,2727
5394,200
5396,81
5397,79
5398,55
5399,54
5400,252
5401,424
5405,130
5406,91
5410,211
5411,259
5413,252
5415,491
5417,352
5418,240
5419,495
5425,526
5428,51
5429,194
5430,50
5431,25
5434,543
5435,418
5436,371
5437,321
5438,16
5439,9
5440,322
5442,202
5443,2491
5445,282
5446,358
5447,734
5448,631
5449,273
5450,304
5451,492
5452,1601
5453,461
5454,486
5455,158
5456,112
5457,394
5458,93
5459,222
5461,195
5462,38
5463,29
5464,21
5465,370
5466,232
5467,242
5471,2369
5473,2375
5474,617
5475,2455
5476,428
5478,514
5479,595
5480,262
5481,281
5482,2428
5483,2398
5485,175
5486,2349
5487,680
5488,2210
5489,86
5490,479
5491,342
5492,2324
5493,2372
5496,2240
5498,2263
5500,416
5501,647
5502,2455
5503,2315
5505,2376
5506,2379
5510,2402
5511,2464
5514,2353
5515,446
5516,2495
5518,349
5519,2556
5520,382
5521,2439
5522,362
5523,382
5524,2425
5525,2507
5526,400
5527,384
5528,334
5529,421
5530,2486
5531,308
5533,357
5535,395
5536,469
5537,2598
5538,2608
5539,2460
5540,2544
5543,2475
5544,2397
5545,658
5546,391
5547,686
5548,210
5551,849
5552,193
5553,152
5554,2373
5555,400
5560,448
5562,675
5563,330
5565,891
5566,2334
5567,2416
5569,157
5570,1251
5571,2106
5572,300
5578,30
5579,35
5585,74
5590,212
5592,73
5593,476
5597,339
5598,151
5602,167
5604,316
5611,424
5612,3497
5629,121
5656,20
5663,198
5664,93
5665,367
5678,44
5685,27
5694,301
5697,1720
5704,1976
5711,339
5712,258
5716,385
5717,47
5718,35
5719,1917
5720,1973
5721,1878
5723,45
5725,2001
5731,1993
5742,428
5745,2028
5748,174
5749,180
5750,213
5751,251
5753,403
5754,1983
5756,309
5758,1954
5759,2026
5761,125
5762,142
5765,2079
5767,2072
5770,7
5772,2008
5773,41
5774,131
5775,1336
5782,1486
5784,1570
5785,129
5786,131
5794,172
5795,1534
5796,177
5798,153
5799,155
5802,164
5804,124
5805,73
5809,306
5811,3144
5812,59
5813,23
5814,217
5815,3100
5817,353
5818,166
5820,173
5824,192
5829,242
5831,526
5838,1698
5840,665
5842,745
5843,558
5845,688
5846,218
5847,360
5848,273
5852,360
5854,242
5858,510
5865,242
5872,225
5876,15
5878,1808
5881,300
5884,1349
5885,690
5887,410
5888,523
5890,206
5891,250
5897,2013
5899,24
5905,1580
5907,48
5911,181
5912,224
5929,237
5930,452
5933,265
5945,377
5975,64
5977,72
5980,162
5984,405
5985,477
5987,161
5993,1925
5998,10
6000,785
6004,575
6005,876
6011,94
6017,305
6023,208
6024,347
6026,240
6029,18
6031,268
6032,241
6033,239
6034,316
6035,1458
6036,1109
6037,991
6038,635
6041,228
6048,209
6051,126
6055,60
6057,97
6058,102
6059,124
6060,128
6062,151
6063,149
6064,286
6065,184
6066,169
6067,156
6068,180
6071,58
6074,564
6075,1079
6076,1480
6077,2108
6078,37
6079,57
6080,59
6082,69
6083,75
6084,79
6085,80
6086,83
6087,82
6088,74
6089,95
6090,88
6100,108
6101,57
6111,243
6112,101
6113,117
6114,129
6115,174
6116,138
6117,160
6118,158
6119,207
6120,222
6121,91
6122,207
6123,242
6124,243
6125,329
6126,82
6127,305
6128,267
6129,334
6130,333
6131,33
6133,236
6135,573
6136,344
6137,239
6138,130
6139,23
6141,385
6142,48
6143,54
6145,93
6146,74
6147,104
6148,99
6149,96
6150,122
6151,84
6153,1765
6154,121
6155,552
6156,1707
6158,18
6159,18
6160,41
6162,144
6163,189
6164,254
6165,369
6166,483
6167,42
6171,116
6172,399
6173,37
6174,331
6175,393
6176,428
6177,2294
6179,483
6180,443
6181,121
6185,42
6186,469
6187,557
6188,651
6189,10
6191,2063
6192,137
6193,112
6199,39
6200,30
6202,1774
6203,1342
6205,1133
6206,1243
6207,1041
6208,1048
6209,977
6210,890
6211,518
6212,627
6213,267
6214,384
6215,538
6216,803
6217,855
6218,1344
6219,554
6221,863
6222,618
6223,455
6224,384
6225,200
6227,205
6234,449
6236,597
6237,531
6238,490
6242,443
6243,507
6245,493
6246,372
6247,448
6248,466
6250,280
6251,612
6253,828
6254,924
6255,812
6256,794
6259,669
6261,913
6265,469
6266,1073
6267,623
6268,630
6269,556
6272,743
6273,1049
6274,1247
6275,1276
6281,709
6282,1170
6283,910
6284,1172
6285,1256
6286,471
6287,465
6288,280
6289,229
6290,1601
6291,290
6292,123
6293,152
6294,164
6296,213
6297,198
6298,223
6299,277
6300,252
6301,122
6302,302
6303,395
6304,411
6305,406
6307,416
6310,782
6311,127
6312,1685
6313,2109
6314,2351
6315,497
6316,1005
6317,1225
6318,1664
6320,318
6328,5
6329,1786
6330,1426
6331,408
6332,134
6333,2085
6334,2108
6335,2691
6336,3496
6340,302
6342,775
6343,1447
6344,424
6345,1687
6346,1721
6348,27
6353,134
6371,120
6377,97
6390,431
6391,87
6393,1389
6394,1171
6396,124
6397,53
6399,20
6400,439
6401,107
6402,294
6404,963
6405,927
6406,708
6407,708
6408,376
6409,386
6422,72
6425,28
6431,1551
6432,168
6433,545
6435,32
6440,1177
6444,315
6451,238
6453,373
6455,257
6456,283
6461,320
6464,311
6467,180
6469,690
6473,238
6481,138
6487,204
6500,175
6509,311
6511,251
6512,255
6514,269
6515,279
6516,281
6518,298
6519,279
6520,360
6521,325
6522,321
6524,303
6525,330
6526,355
6527,338
6531,178
6532,231
6533,212
6534,208
6535,215
6536,228
6539,344
6542,250
6544,248
6546,246
6548,289
6549,1002
6550,773
6551,908
6552,1470
6553,2395
6554,3383
6555,839
6556,1498
6558,1076
6559,509
6564,713
6566,583
6568,598
6569,470
6571,371
6572,392
6573,431
6574,427
6575,436
6577,445
6578,420
6580,528
6582,507
6583,544
6584,618
6585,634
6586,718
6587,730
6588,898
6591,97
6596,472
6602,107
6604,144
6613,15
6614,1232
6615,1118
6616,255
6617,684
6620,479
6621,2262
6622,2328
6623,23
6624,50
6625,166
6626,412
6629,271
6630,351
6631,291
6632,153
6633,167
6634,158
6635,181
6636,181
6637,176
6638,207
6639,390
6644,211
6645,77
6646,222
6647,198
6650,153
6651,151
6653,137
6654,152
6655,151
6657,157
6660,150
6662,180
6664,183
6666,187
6667,189
6671,98
6673,52
6677,74
6685,97
6687,159
6691,440
6692,605
6693,1384
6694,1239
6695,375
6696,753
6697,873
6698,101
6699,42
6700,811
6709,877
6711,851
6712,834
6713,690
6714,516
6716,289
6718,952
6719,832
6720,620
6723,17
6725,357
6727,494
6731,220
6732,167
6734,204
6735,262
6740,278
6743,171
6745,2861
6746,331
6747,311
6748,338
6749,1011
6750,1507
6752,190
6753,323
6754,693
6755,961
6756,1960
6758,660
6759,445
6760,767
6764,456
6765,445
6766,643
6767,670
6768,616
6769,2194
6770,58
6773,326
6774,369
6776,994
6777,665
6778,701
6779,458
6780,454
6781,385
6782,403
6783,407
6784,352
6785,302
6786,307
6787,394
6788,48
6789,33
6790,1587
6791,2782
6793,459
6794,17
6795,761
6796,282
6797,102
6798,70
6799,39
6800,186
6801,270
6802,632
6803,1192
6804,1314
6808,1200
6810,259
6811,218
6812,718
6813,743
6814,204
6815,834
6816,891
6817,898
6820,158
6821,152
6822,139
6823,99
6824,75
6825,73
6826,71
6827,202
6828,173
6830,32
6831,24
6835,906
6836,445
6837,280
6839,124
6840,115
6841,158
6842,252
6843,347
6844,228
6845,441
6846,1019
6847,1087
6848,81
6851,120
6853,114
6856,119
6858,36
6862,58
6869,1109
6870,729
6871,1367
6872,2693
6877,416
6878,395
6879,27
6880,192
6882,67
6885,75
6888,4003
6891,668
6892,724
6893,1036
6894,1786
6895,1665
6896,3048
6897,3023
6899,16
6900,1575
6901,228
6904,1102
6905,457
6906,961
6907,980
6908,27
6909,2686
6910,4145
6911,247
6912,294
6913,376
6914,365
6915,473
6916,691
6918,2450
6919,1264
6921,130
6922,744
6923,3723
6924,152
6925,126
6928,1130
6929,499
6931,721
6932,668
6933,658
6934,812
6935,814
6936,1122
6937,1190
6938,128
6939,1169
6940,1216
6941,1028
6942,1197
6943,1324
6944,1107
6945,1749
6946,1828
6947,2069
6949,795
6951,560
6954,349
6956,310
6961,239
6963,205
6968,1583
6969,191
6970,503
6974,35
6975,669
6976,40
6977,17
6978,2147
6979,1210
6980,1158
6982,1201
6983,1014
6984,1032
6985,899
6986,836
6997,192
7002,137
7005,124
7011,303
7025,205
7027,290
7032,20
7033,16
7035,16
7036,158
7040,64
7041,287
7043,399
7044,216
7061,77
7064,49
7073,244
7076,252
7081,206
7084,220
7091,393
7095,351
7102,319
7107,857
7112,65
7115,2003
7116,1522
7118,975
7119,795
7121,574
7126,201
7136,168
7137,207
7147,303
7148,595
7149,117
7151,690
7152,1494
7153,1945
7156,484
7157,44
7158,45
7161,72
7162,78
7163,66
7166,25
7170,580
7173,9
7175,89
7176,112
7178,1857
7179,45
7180,903
7181,199
7182,200
7184,950
7185,971
7188,278
7189,349
7190,310
7191,298
7194,403
7195,68
7196,312
7197,471
7199,673
7200,1237
7201,1423
7202,1435
7203,1672
7204,1580
7205,1853
7206,202
7208,150
7209,138
7210,206
7211,244
7213,2058
7214,240
7215,250
7216,69
7217,271
7218,221
7219,212
7220,291
7222,218
7223,437
7224,455
7225,237
7229,1202
7230,657
7232,194
7233,440
7234,325
7235,277
7237,240
7238,172
7240,208
7241,158
7242,96
7244,85
7246,53
7248,187
7249,207
7252,88
7254,65
7256,20
7260,1179
7261,1161
7262,1094
7266,41
7269,42
7273,372
7274,506
7275,827
7276,2619
7277,28
7278,52
7279,966
7280,1294
7281,1727
7288,34
7290,239
7291,40
7292,228
7293,105
7296,2691
7299,428
7300,454
7301,606
7302,636
7303,959
7304,1581
7305,317
7306,590
7307,584
7308,468
7309,409
7310,303
7311,311
7312,64
7313,47
7314,44
7315,650
7316,344
7318,458
7319,234
7320,618
7321,184
7322,1371
7323,736
7324,535
7325,43
7326,61
7327,57
7329,59
7332,39
7333,45
7334,36
7335,644
7337,40
7338,40
7339,39
7340,24
7341,1813
7342,1122
7343,1115
7344,1017
7345,28
7346,396
7347,295
7348,182
7350,524
7351,97
7352,44
7353,1109
7354,1141
7355,512
7356,19
7357,13
7358,843
7359,1345
7360,536
7361,574
7362,459
7363,297
7364,163
7365,41
7366,398
7367,334
7368,260
7369,195
7370,90
7374,849
7376,116
7377,84
7378,22
7379,1672
7380,1247
7381,1020
7384,599
7388,451
7390,401
7395,529
7401,251
7402,237
7406,655
7407,623
7409,561
7411,427
7412,346
7417,475
7418,533
7419,763
7420,670
7421,638
7423,546
7425,137
7427,158
7430,139
7439,93
7442,105
7444,76
7445,165
7452,202
7455,225
7456,185
7457,155
7460,161
7465,234
7466,366
7467,3432
7468,311
7469,530
7470,826
7471,418
7472,12
7473,31
7474,68
7475,124
7476,652
7477,88
7478,292
7479,676
7480,764
7481,29
7482,38
7483,131
7484,1468
7485,769
7486,1943
7487,142
7488,481
7489,885
7490,1561
7492,266
7493,549
7494,708
7495,356
7496,1003
7497,165
7498,207
7499,193
7500,224
7501,328
7502,890
7503,22
7504,71
7505,545
7506,135
7507,128
7508,163
7509,190
7510,188
7511,352
7512,423
7513,466
7514,601
7515,99
7516,601
7517,880
7518,1010
7519,1126
7520,2724
7521,22
7522,259
7523,431
7524,1114
7525,481
7526,547
7527,1217
7528,296
7529,62
7531,101
7533,115
7534,142
7535,470
7536,154
7537,279
7539,2152
7540,40
7541,63
7542,66
7543,81
7544,82
7545,230
7546,105
7547,125
7548,176
7549,170
7550,173
7551,192
7552,191
7553,190
7554,193
7555,74
7556,239
7557,233
7558,268
7559,256
7560,259
7561,280
7562,396
7563,444
7564,454
7565,30
7566,224
7567,156
7568,165
7569,148
7570,139
7571,126
7572,133
7573,116
7574,119
7575,428
7576,70
7577,80
7578,59
7579,56
7580,23
7581,34
7582,23
7583,66
7584,74
7585,152
7592,515
7593,265
7594,149
7596,158
7597,153
7598,126
7599,174
7600,209
7601,342
7602,374
7603,334
7604,87
7605,2109
7606,493
7607,517
7608,576
7609,575
7610,666
7611,1149
7612,1267
7613,1354
7614,1514
7615,604
7616,27
7619,243
7621,186
7625,388
7634,399
7635,438
7637,456
7640,14
7643,398
7648,159
7649,30
7652,184
7655,1136
7656,1064
7663,279
7666,469
7669,613
7670,623
7672,748
7673,732
7675,798
7676,907
7677,745
7679,873
7680,354
7681,1021
7682,1062
7683,868
7684,1448
7687,443
7689,89
7690,39
7691,42
7692,1748
7694,468
7696,997
7698,814
7700,787
7703,1433
7704,547
7705,378
7708,57
7709,142
7710,194
7711,230
7712,346
7713,77
7716,95
7719,853
7720,239
7721,199
7722,378
7724,440
7725,214
7726,263
7727,277
7728,318
7729,322
7730,376
7731,381
7732,448
7733,412
7735,471
7736,165
7737,677
7738,626
7739,692
7740,930
7747,42
7749,39
7759,211
7760,180
7761,1415
7762,591
7763,505
7765,53
7766,599
7769,229
7771,171
7774,1332
7778,139
7779,91
7781,61
7783,243
7784,216
7785,230
7786,206
7787,197
7788,187
7789,193
7790,206
7791,235
7792,265
7793,166
7794,245
7795,239
7796,281
7797,276
7798,271
7799,131
7800,134
7801,139
7803,111
7804,616
7805,731
7806,707
7807,728
7808,755
7809,1180
7810,87
7812,99
7813,327
7814,114
7815,126
7817,134
7818,143
7819,149
7820,155
7821,157
7822,165
7823,1695
7824,596
7825,653
7826,969
7827,56
7828,145
7829,161
7830,178
7831,223
7832,407
7833,543
7834,16
7835,946
7839,1320
7840,1281
7841,1216
7842,1089
7843,365
7844,336
7845,330
7846,334
7847,316
7848,320
7849,349
7851,362
7852,353
7853,609
7854,344
7855,375
7856,359
7857,385
7858,390
7859,427
7860,482
7861,516
7862,498
7863,151
7864,164
7865,498
7869,112
7870,133
7871,122
7872,130
7873,1608
7874,141
7875,149
7876,149
7877,150
7878,152
7879,195
7880,189
7881,200
7882,206
7883,3791
7884,331
7886,1287
7887,1283
7888,1424
7889,1899
7890,1963
7891,2138
7892,2367
7893,216
7895,197
7896,109
7897,215
7899,271
7901,978
7902,1326
7903,427
7904,360
7905,369
7906,375
7907,441
7908,417
7909,354
7910,393
7911,376
7912,425
7913,334
7914,411
7915,443
7916,483
7917,532
7918,529
7919,500
7920,507
7921,574
7922,587
7923,291
7924,251
7925,229
7926,207
7927,214
7928,226
7929,238
7930,243
7931,251
7932,277
7933,1236
7934,308
7935,318
7936,366
7937,331
7938,311
7939,327
7940,327
7941,356
7945,263
7948,210
7951,199
7953,217
7962,642
7963,55
7964,563
7965,68
7966,35
7970,11
7971,843
7972,89
7973,488
7974,471
7975,438
7982,159
7984,306
7985,1124
7986,808
7988,332
7989,256
7990,245
7991,222
7992,225
7993,109
7994,91
7995,70
7998,1170
7999,349
8001,102
8006,62
8007,68
8015,2323
8016,1552
8018,813
8019,637
8021,318
8022,251
8023,71
8024,48
8025,33
8026,22
8027,752
8028,566
8032,85
8033,235
8034,216
8039,128
8040,87
8041,103
8042,106
8043,128
8044,135
8045,113
8046,106
8047,113
8048,121
8049,105
8050,125
8051,126
8053,81
8054,84
8055,79
8056,71
8057,72
8058,92
8059,72
8060,88
8061,58
8063,211
8064,161
8065,111
8068,51
8069,136
8070,113
8072,267
8073,82
8080,9
8083,80
8084,70
8088,29
8092,118
8094,1136
8095,166
8096,674
8097,693
8098,454
8099,347
8100,143
8106,425
8110,238
8114,439
8115,344
8116,203
8122,667
8124,1996
8126,54
8129,36
8130,58
8131,475
8133,112
8134,145
8138,430
8146,378
8147,386
8150,272
8157,237
8160,278
8170,513
8171,415
8172,1796
8173,1559
8176,241
8177,322
8182,1446
8183,1372
8184,1238
8185,1378
8186,1345
8187,1524
8188,1372
8189,1058
8190,1126
8191,1440
8192,1197
8193,1008
8194,1018
8197,959
8198,901
8199,922
8200,880
8201,172
8202,372
8203,290
8204,1447
8205,882
8206,504
8207,213
8210,262
8211,944
8212,97
8213,239
8214,136
8215,2444
8216,1738
8217,1752
8218,1778
8219,1551
8220,1538
8221,428
8222,574
8223,601
8225,667
8227,455
8228,610
8229,539
8230,605
8234,621
8235,544
8236,494
8238,465
8240,572
8241,679
8242,829
8243,822
8244,663
8245,776
8247,678
8248,706
8249,636
8250,696
8251,140
8252,537
8253,595
8257,539
8258,638
8259,583
8260,207
8261,371
8262,378
8263,326
8264,300
8265,284
8266,251
8267,260
8268,254
8269,204
8270,221
8271,194
8272,172
8273,172
8274,161
8275,138
8276,146
8278,144
8279,139
8280,730
8281,733
8282,285
8284,182
8286,1139
8287,949
8289,705
8290,141
8291,686
8292,627
8293,645
8294,629
8300,1591
8301,51
8302,46
8309,914
8310,56
8311,4283
8312,1051
8313,1365
8314,244
8315,559
8316,1257
8318,887
8319,1848
8320,94
8321,141
8322,121
8323,127
8324,127
8325,105
8327,111
8330,309
8331,80
8332,93
8333,93
8334,87
8335,79
8336,89
8339,58
8340,235
8341,184
8342,404
8343,195
8344,171
8345,170
8346,86
8348,92
8349,65
8350,59
8351,658
8352,822
8353,440
8354,195
8355,37
8356,55
8357,52
8358,571
8359,182
8360,78
8361,1462
8362,1607
8363,1909
8364,1110
8365,1203
8366,3134
8367,4
8368,7
8369,59
8370,223
8371,131
8372,371
8373,149
8374,150
8375,183
8376,366
8377,458
8378,467
8379,499
8380,801
8385,441
8386,601
8387,716
8388,101
8389,812
8391,1186
8392,1551
8393,677
8394,1043
8395,901
8396,387
8397,392
8398,436
8399,337
8400,702
8401,196
8402,155
8403,933
8404,599
8405,342
8407,223
8408,64
8410,2040
8411,104
8413,315
8414,23
8417,1552
8418,815
8419,1266
8421,68
8422,182
8424,190
8425,329
8428,1402
8430,1049
8431,1080
8432,841
8433,848
8434,632
8435,577
8436,675
8437,548
8439,614
8443,24
8444,142
8449,593
8450,631
8451,747
8452,38
8453,1409
8455,135
8459,192
8460,29
8461,1223
8462,1034
8463,900
8470,117
8472,147
8474,17
8475,288
8476,217
8477,185
8478,129
8481,504
8482,2501
8483,39
8484,785
8487,472
8488,426
8489,382
8490,350
8495,182
8496,164
8497,143
8498,141
8499,74
8500,1728
8501,2232
8502,22
8504,33
8505,36
8506,42
8507,68
8509,1674
8512,177
8513,209
8514,234
8515,231
8516,174
8517,221
8518,233
8519,392
8520,107
8522,995
8523,1266
8524,24
8526,162
8527,215
8529,290
8530,483
8531,831
8532,617
8533,1189
8534,1192
8535,1279
8537,1222
8538,1493
8541,509
8542,754
8543,362
8544,841
8545,1035
8546,1701
8547,64
8548,1542
8549,505
8550,371
8551,401
8552,435
8553,400
8554,520
8555,648
8556,644
8557,666
8558,229
8559,363
8560,253
8561,242
8562,241
8563,300
8564,285
8565,298
8566,338
8567,299
8568,330
8570,417
8571,355
8572,386
8573,520
8574,543
8575,573
8576,653
8577,1129
8587,178
8599,211
8679,100
8680,90
8682,733
8687,649
8738,326
8740,1621
8741,1254
8742,871
8745,504
8748,197
8750,276
8751,233
8752,202
8753,166
8754,91
8755,1358
8756,1297
8757,1206
8758,1081
8761,1624
8762,1468
8763,1460
8764,1368
8765,1239
8766,1204
8767,1102
8768,970
8769,1048
8770,927
8771,824
8772,718
8773,747
8774,718
8775,679
8776,671
8777,569
8779,1084
8780,1232
8781,1292
8782,1263
8783,1014
8789,906
8794,919
8796,801
8800,556
8803,311
8804,3509
8805,1469
8806,959
8807,391
8809,1296
8813,1157
8814,140
8815,1377
8816,1213
8852,80
8885,67
8888,862
8900,255
8902,193
8904,211
8907,287
8908,142
8909,109
8910,138
8911,117
8913,101
8915,96
8917,32
8918,1192
8919,913
8920,1948
8923,261
8924,206
8925,216
8926,61
8927,104
8930,1646
8931,1249
8932,1233
8933,894
8934,528
8936,317
8938,899
8939,768
8941,730
8943,486
8944,461
8947,913
8948,408
8949,388
8950,416
8952,402
8954,284
8955,297
8957,272
8958,77
8960,43
8963,24
8964,201
8966,539
8967,657
8968,1335
8969,1369
8970,535
8971,366
8972,344
8974,1330
8975,1134
8976,1049
8977,674
8979,53
8980,146
8981,116
8982,499
8984,223
8985,2144
8986,1084
8987,217
8988,60
8990,490
8992,1158
8993,654
8994,11
8995,1857
8996,188
8998,1041
9001,565
9002,511
9003,518
9004,609
9006,283
9007,326
9008,439
9010,171
9014,1619
9015,1249
9016,259
9017,2401
9019,176
9020,283
9021,459
9022,442
9024,1258
9025,1754
9026,2421
9027,108
9028,2519
9029,139
9030,185
9031,354
9032,625
9033,162
9034,215
9035,254
9036,275
9038,583
9039,547
9040,172
9041,99
9042,454
9043,458
9044,722
9045,763
9051,212
9055,400
9056,22
9057,517
9058,367
9059,129
9060,145
9061,100
9063,72
9064,63
9066,491
9067,18
9069,1732
9070,248
9071,1272
9072,1828
9073,1463
9075,431
9077,276
9078,561
9079,1364
9080,440
9082,62
9083,56
9086,18
9087,544
9088,446
9089,404
9090,129
9092,1328
9093,905
9094,847
9095,775
9097,2695
9098,1662
9099,908
9100,128
9101,26
9103,116
9104,88
9105,65
9106,70
9107,1771
9108,1751
9109,1775
9112,659
9114,1174
9115,902
9116,170
9117,19
9118,171
9119,135
9120,71
9122,235
9123,210
9124,82
9126,48
9127,243
9129,361
9130,405
9131,418
9133,2672
9134,190
9135,106
9136,178
9137,168
9139,171
9140,188
9142,198
9144,160
9146,152
9147,154
9148,160
9152,127
9153,152
9154,136
9155,136
9158,258
9159,259
9161,243
9164,283
9165,298
9169,272
9171,255
9173,242
9174,200
9175,230
9176,365
